query_id,recommended_indexes,llm_reasoning_text,execution_time_ms_after,improvement_vs_baseline
28c,CREATE INDEX idx_title_kind_id ON title(kind_id);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info_type_id ON movie_info(info_type_id);; CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_movie_info_idx_info_type_id ON movie_info_idx(info_type_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_complete_cast_movie_id ON complete_cast(movie_id);; CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_kind_type_kind ON kind_type(kind);; CREATE INDEX idx_info_type_info ON info_type(info);,Same structure as 28a/b; FK and filter indexes support efficient join ordering for complete cast euro dark movie query.,522.332,74.8%
29a,CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_cast_info_person_role_id ON cast_info(person_role_id);; CREATE INDEX idx_cast_info_role_id ON cast_info(role_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info_type_id ON movie_info(info_type_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_complete_cast_movie_id ON complete_cast(movie_id);; CREATE INDEX idx_complete_cast_subject_id ON complete_cast(subject_id);; CREATE INDEX idx_complete_cast_status_id ON complete_cast(status_id);; CREATE INDEX idx_aka_name_person_id ON aka_name(person_id);; CREATE INDEX idx_person_info_person_id ON person_info(person_id);; CREATE INDEX idx_person_info_info_type_id ON person_info(info_type_id);; CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_name_gender ON name(gender);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_role_type_role ON role_type(role);; CREATE INDEX idx_info_type_info ON info_type(info);; CREATE INDEX idx_comp_cast_type_kind ON comp_cast_type(kind);,Complex 17-table join with person/role/movie lookups; person_id and movie_id FK indexes enable efficient nested-loop joins.,19.838,99.5%
29b,CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_cast_info_person_role_id ON cast_info(person_role_id);; CREATE INDEX idx_cast_info_role_id ON cast_info(role_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info_type_id ON movie_info(info_type_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_complete_cast_movie_id ON complete_cast(movie_id);; CREATE INDEX idx_aka_name_person_id ON aka_name(person_id);; CREATE INDEX idx_person_info_person_id ON person_info(person_id);; CREATE INDEX idx_person_info_info_type_id ON person_info(info_type_id);; CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_name_gender ON name(gender);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_role_type_role ON role_type(role);; CREATE INDEX idx_info_type_info ON info_type(info);,Same join pattern as 29a with tighter year range; same FK indexes support efficient person and movie resolution.,9.726,99.7%
29c,CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_cast_info_person_role_id ON cast_info(person_role_id);; CREATE INDEX idx_cast_info_role_id ON cast_info(role_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info_type_id ON movie_info(info_type_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_complete_cast_movie_id ON complete_cast(movie_id);; CREATE INDEX idx_aka_name_person_id ON aka_name(person_id);; CREATE INDEX idx_person_info_person_id ON person_info(person_id);; CREATE INDEX idx_person_info_info_type_id ON person_info(info_type_id);; CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_name_gender ON name(gender);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_role_type_role ON role_type(role);; CREATE INDEX idx_info_type_info ON info_type(info);,Variant of 29a without title filter; movie_id and person_id FK indexes remain critical for joining 17 tables efficiently.,253.924,91.6%
2a,CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);,Filter on country_code and keyword with FK joins; indexes on these columns allow direct lookups instead of full scans.,568.823,-20.5%
2b,CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);,Same structure as 2a with different country_code; existing index on country_code supports the filter efficiently.,379.83,-2.3%
2c,CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);,Identical join/filter pattern as 2a/b; country_code and keyword indexes enable selective lookup without full table scans.,367.395,-7.4%
2d,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_company_name_country_code ON company_name(country_code);,"Indexes on keyword lookup, FK joins in movie_keyword and movie_companies speed up this multi-table join.",602.265,-23.9%
30a,CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_movie_info_info_type_id ON movie_info(info_type_id);; CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_movie_info_idx_info_type_id ON movie_info_idx(info_type_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_complete_cast_movie_id ON complete_cast(movie_id);; CREATE INDEX idx_complete_cast_subject_id ON complete_cast(subject_id);; CREATE INDEX idx_complete_cast_status_id ON complete_cast(status_id);; CREATE INDEX idx_name_gender ON name(gender);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_comp_cast_type_kind ON comp_cast_type(kind);,Complex multi-join on many large fact tables requires indexes on all FK and filter columns.,2653.081,-59.0%
30b,CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_complete_cast_movie_id ON complete_cast(movie_id);; CREATE INDEX idx_name_gender ON name(gender);; CREATE INDEX idx_title_production_year ON title(production_year);,Same structure as 30a plus title LIKE filter; production_year and FK indexes reduce scan cost.,683.835,75.0%
30c,CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_complete_cast_movie_id ON complete_cast(movie_id);; CREATE INDEX idx_name_gender ON name(gender);; CREATE INDEX idx_comp_cast_type_kind ON comp_cast_type(kind);,FK and filter indexes on large bridge tables accelerate this complex join without production_year filter.,26518.928,-1047.6%
31a,CREATE INDEX idx_company_name_name ON company_name(name text_pattern_ops);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_name_gender ON name(gender);,LIKE prefix on company name benefits from text_pattern_ops; FK indexes speed all bridge-table joins.,675.595,70.2%
31b,CREATE INDEX idx_company_name_name ON company_name(name text_pattern_ops);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_name_gender ON name(gender);,Additional production_year and title LIKE filters make indexes on title and company_name critical here.,76.93,95.7%
31c,CREATE INDEX idx_company_name_name ON company_name(name text_pattern_ops);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);,Similar to 31a without gender/year filter; company name prefix index and FK indexes are key.,389.284,89.1%
32a,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_link_movie_id ON movie_link(movie_id);; CREATE INDEX idx_movie_link_linked_movie_id ON movie_link(linked_movie_id);; CREATE INDEX idx_movie_link_link_type_id ON movie_link(link_type_id);,Keyword equality lookup and movie_link FK joins dominate; indexes on those columns eliminate full scans.,0.474,99.7%
32b,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_link_movie_id ON movie_link(movie_id);; CREATE INDEX idx_movie_link_linked_movie_id ON movie_link(linked_movie_id);; CREATE INDEX idx_movie_link_link_type_id ON movie_link(link_type_id);,Identical structure to 32a; same indexes on keyword and movie_link columns apply.,285.572,-14.6%
33a,CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_movie_link_movie_id ON movie_link(movie_id);; CREATE INDEX idx_movie_link_linked_movie_id ON movie_link(linked_movie_id);; CREATE INDEX idx_movie_link_link_type_id ON movie_link(link_type_id);; CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_movie_info_idx_info_type_id ON movie_info_idx(info_type_id);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_title_kind_id ON title(kind_id);; CREATE INDEX idx_kind_type_kind ON kind_type(kind);; CREATE INDEX idx_link_type_link ON link_type(link);; CREATE INDEX idx_info_type_info ON info_type(info);,"Self-joined company/movie chains with link_type, kind_type, and rating filters all benefit from these indexes.",83.848,77.5%
33b,CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_movie_link_movie_id ON movie_link(movie_id);; CREATE INDEX idx_movie_link_linked_movie_id ON movie_link(linked_movie_id);; CREATE INDEX idx_movie_link_link_type_id ON movie_link(link_type_id);; CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_movie_info_idx_info_type_id ON movie_info_idx(info_type_id);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_title_kind_id ON title(kind_id);; CREATE INDEX idx_kind_type_kind ON kind_type(kind);; CREATE INDEX idx_link_type_link ON link_type(link);; CREATE INDEX idx_info_type_info ON info_type(info);,Same structure as 33a with different country/year constants; same indexes cover the join and filter paths.,20.089,94.1%
33c,CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_movie_link_movie_id ON movie_link(movie_id);; CREATE INDEX idx_movie_link_linked_movie_id ON movie_link(linked_movie_id);; CREATE INDEX idx_movie_link_link_type_id ON movie_link(link_type_id);; CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_movie_info_idx_info_type_id ON movie_info_idx(info_type_id);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_title_kind_id ON title(kind_id);; CREATE INDEX idx_kind_type_kind ON kind_type(kind);; CREATE INDEX idx_link_type_link ON link_type(link);; CREATE INDEX idx_info_type_info ON info_type(info);,Negated country_code and broader kind/year ranges still benefit from the same structural indexes as 33a/33b.,64.162,81.0%
3a,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_title_production_year ON title(production_year);,"LIKE keyword search, country info filter, and production_year range filter all require index support.",441.981,62.6%
3b,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_title_production_year ON title(production_year);,Same pattern as 3a with different filter values; existing indexes cover keyword LIKE and year range.,105.204,81.0%
3c,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_title_production_year ON title(production_year);,Broader country list and earlier year cutoff still follow the same join pattern covered by these indexes.,785.948,8.1%
4a,CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_movie_info_idx_info_type_id ON movie_info_idx(info_type_id);; CREATE INDEX idx_movie_info_idx_info ON movie_info_idx(info);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_info_type_info ON info_type(info);,"Indexes on join and filter columns (movie_id, info_type_id, keyword, production_year) speed up multi-table join and predicate evaluation.",157.465,51.9%
4b,CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_movie_info_idx_info_type_id ON movie_info_idx(info_type_id);; CREATE INDEX idx_movie_info_idx_info ON movie_info_idx(info);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_info_type_info ON info_type(info);,"Same join/filter pattern as 4a; indexes on movie_id, info, keyword, and production_year enable efficient lookups.",33.155,83.7%
4c,CREATE INDEX idx_movie_info_idx_movie_id ON movie_info_idx(movie_id);; CREATE INDEX idx_movie_info_idx_info_type_id ON movie_info_idx(info_type_id);; CREATE INDEX idx_movie_info_idx_info ON movie_info_idx(info);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_info_type_info ON info_type(info);,Identical structure to 4a/4b; same indexes cover all join and filter predicates efficiently.,102.728,65.0%
5a,CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info_type_id ON movie_info(info_type_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_companies_company_type_id ON movie_companies(company_type_id);; CREATE INDEX idx_company_type_kind ON company_type(kind);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_info_type_info ON info_type(info);,"Indexes on join keys and filter columns reduce scan cost for movie_info, movie_companies, and title joins.",210.18,-122.1%
5b,CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info_type_id ON movie_info(info_type_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_companies_company_type_id ON movie_companies(company_type_id);; CREATE INDEX idx_company_type_kind ON company_type(kind);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_info_type_info ON info_type(info);,Same pattern as 5a; indexes on join and filter columns minimize full scans on large tables.,85.361,1.8%
5c,CREATE INDEX idx_movie_info_movie_id ON movie_info(movie_id);; CREATE INDEX idx_movie_info_info_type_id ON movie_info(info_type_id);; CREATE INDEX idx_movie_info_info ON movie_info(info);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_companies_company_type_id ON movie_companies(company_type_id);; CREATE INDEX idx_company_type_kind ON company_type(kind);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_info_type_info ON info_type(info);,"Indexes on movie_id, info, company_type_id, and production_year support efficient joins and IN-list filtering.",215.391,67.7%
6a,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_name_name ON name(name);; CREATE INDEX idx_title_production_year ON title(production_year);,"Indexes on keyword lookup, movie join keys, cast joins, and name LIKE filter accelerate the five-table join.",66.941,96.8%
6b,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_name_name ON name(name);; CREATE INDEX idx_title_production_year ON title(production_year);,IN-list keyword lookup and join indexes allow efficient filtering and joining across all five tables.,70.268,96.7%
6c,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_name_name ON name(name);; CREATE INDEX idx_title_production_year ON title(production_year);,Same structure as 6a; indexes directly support keyword equality lookup and all join predicates.,0.319,100.0%
6d,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_name_name ON name(name);; CREATE INDEX idx_title_production_year ON title(production_year);,"Indexes on keyword, movie join columns, and name support efficient IN-list and LIKE filtering.",12867.096,-366.7%
6e,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_name_name ON name(name);; CREATE INDEX idx_title_production_year ON title(production_year);,Identical to 6a pattern; keyword equality and join path indexes eliminate sequential scans.,8.069,99.5%
6f,CREATE INDEX idx_keyword_keyword ON keyword(keyword);; CREATE INDEX idx_movie_keyword_keyword_id ON movie_keyword(keyword_id);; CREATE INDEX idx_movie_keyword_movie_id ON movie_keyword(movie_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_title_production_year ON title(production_year);,No name LIKE filter here; keyword IN-list and join indexes are sufficient for efficient execution.,8962.979,-268.8%
7a,CREATE INDEX idx_aka_name_person_id ON aka_name(person_id);; CREATE INDEX idx_aka_name_name ON aka_name(name);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_person_info_person_id ON person_info(person_id);; CREATE INDEX idx_person_info_info_type_id ON person_info(info_type_id);; CREATE INDEX idx_person_info_note ON person_info(note);; CREATE INDEX idx_movie_link_linked_movie_id ON movie_link(linked_movie_id);; CREATE INDEX idx_movie_link_link_type_id ON movie_link(link_type_id);; CREATE INDEX idx_link_type_link ON link_type(link);; CREATE INDEX idx_name_name_pcode_cf ON name(name_pcode_cf);; CREATE INDEX idx_name_gender ON name(gender);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_info_type_info ON info_type(info);,"Complex 8-table join requires indexes on all foreign keys, name_pcode_cf range, note equality, and production_year range.",38.384,98.4%
7b,CREATE INDEX idx_aka_name_person_id ON aka_name(person_id);; CREATE INDEX idx_aka_name_name ON aka_name(name);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_person_info_person_id ON person_info(person_id);; CREATE INDEX idx_person_info_info_type_id ON person_info(info_type_id);; CREATE INDEX idx_person_info_note ON person_info(note);; CREATE INDEX idx_movie_link_linked_movie_id ON movie_link(linked_movie_id);; CREATE INDEX idx_movie_link_link_type_id ON movie_link(link_type_id);; CREATE INDEX idx_link_type_link ON link_type(link);; CREATE INDEX idx_name_name_pcode_cf ON name(name_pcode_cf);; CREATE INDEX idx_name_gender ON name(gender);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_info_type_info ON info_type(info);,Same 8-table join as 7a with tighter production_year range; same indexes support efficient execution.,3.01,99.8%
7c,CREATE INDEX idx_aka_name_person_id ON aka_name(person_id);; CREATE INDEX idx_aka_name_name ON aka_name(name);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_person_info_person_id ON person_info(person_id);; CREATE INDEX idx_person_info_info_type_id ON person_info(info_type_id);; CREATE INDEX idx_movie_link_linked_movie_id ON movie_link(linked_movie_id);; CREATE INDEX idx_movie_link_link_type_id ON movie_link(link_type_id);; CREATE INDEX idx_link_type_link ON link_type(link);; CREATE INDEX idx_name_name_pcode_cf ON name(name_pcode_cf);; CREATE INDEX idx_name_gender ON name(gender);; CREATE INDEX idx_title_production_year ON title(production_year);; CREATE INDEX idx_info_type_info ON info_type(info);,Broader IN-list for link_type and wider year range; join and filter indexes prevent full scans on all tables.,4044.837,5.2%
8a,CREATE INDEX idx_aka_name_person_id ON aka_name(person_id);; CREATE INDEX idx_cast_info_person_id ON cast_info(person_id);; CREATE INDEX idx_cast_info_movie_id ON cast_info(movie_id);; CREATE INDEX idx_cast_info_role_id ON cast_info(role_id);; CREATE INDEX idx_cast_info_note ON cast_info(note);; CREATE INDEX idx_movie_companies_movie_id ON movie_companies(movie_id);; CREATE INDEX idx_movie_companies_company_id ON movie_companies(company_id);; CREATE INDEX idx_company_name_country_code ON company_name(country_code);; CREATE INDEX idx_name_name ON name(name);; CREATE INDEX idx_role_type_role ON role_type(role);,"Indexes on join and filter columns eliminate full scans across cast_info, movie_companies, company_name, name, and role_type.",3107.158,-111.4%
